Time,Gravity Acceleration,Angular Velocity,Linear Acceleration
244.02,"(9.74, -1.08, -0.35)","(0.03, -0.54, -0.33)","(1.37, -48.57, 87.47)"
244.04,"(9.75, -0.99, -0.35)","(0.07, -0.49, -0.32)","(0.33, 103.61, 71.21)"
244.06,"(9.76, -0.93, -0.34)","(-0.25, -0.31, -0.06)","(-1.33, 19.82, -47.49)"
244.08,"(9.77, -0.83, -0.36)","(-0.92, -0.83, 0.01)","(-3.16, 79.38, 96.44)"
244.1,"(9.77, -0.78, -0.39)","(-1.11, -0.71, 0.18)","(-2.22, -13.95, -52.12)"
244.12,"(9.77, -0.78, -0.43)","(-1.23, -0.5, 0.41)","(0.46, -20.31, -62.56)"
244.14,"(9.77, -0.79, -0.44)","(-0.67, -0.19, 0.13)","(3.14, -73.98, -39.03)"
244.16,"(9.76, -0.82, -0.46)","(-1.44, -0.35, 0.2)","(-0.72, -3.72, 18.06)"
244.18,"(9.76, -0.86, -0.5)","(-1.41, -0.28, 0.02)","(3.02, -50.09, -32.1)"
244.2,"(9.76, -0.88, -0.52)","(-0.64, -0.17, 0.04)","(-0.67, 22.5, -3.45)"
244.22,"(9.75, -0.96, -0.54)","(-1.28, -0.08, 0.16)","(2.25, -40.61, -22.74)"
244.24,"(9.74, -1.0, -0.55)","(-0.45, -0.03, 0.07)","(-1.21, 11.63, 16.84)"
244.26,"(9.74, -1.06, -0.54)","(-0.78, 0.2, -0.06)","(2.29, -37.54, -37.49)"
244.28,"(9.74, -1.05, -0.49)","(-0.45, 0.57, -0.28)","(0.98, 26.6, -55.92)"
244.3,"(9.75, -1.03, -0.45)","(-0.08, 0.56, -0.09)","(-1.72, 51.27, 3.68)"
244.32,"(9.76, -0.97, -0.35)","(0.45, 1.43, -0.24)","(0.7, 21.49, -142.91)"
244.34,"(9.77, -0.91, -0.23)","(0.75, 1.66, -0.4)","(-4.35, -26.67, -33.19)"
244.36,"(9.77, -0.9, -0.24)","(0.29, 0.22, 0.16)","(-0.81, 51.4, 208.1)"
244.38,"(9.77, -0.88, -0.25)","(0.6, 0.33, 0.37)","(-3.31, 57.73, -40.3)"
244.4,"(9.77, -0.87, -0.3)","(0.61, 0.1, 0.03)","(2.35, -89.26, 18.1)"
244.42,"(9.77, -0.87, -0.31)","(0.31, 0.02, -0.02)","(2.3, -20.16, 54.43)"
244.44,"(9.77, -0.87, -0.32)","(0.78, -0.11, -0.24)","(3.16, -49.57, 43.52)"
244.46,"(9.76, -0.88, -0.34)","(0.57, -0.49, -0.18)","(2.15, -8.7, 73.54)"
244.48,"(9.76, -0.89, -0.35)","(0.23, -0.26, -0.07)","(-2.69, 31.56, -46.03)"
244.5,"(9.76, -0.94, -0.35)","(0.51, -0.65, 0.19)","(1.07, 9.68, 115.49)"
243.24,"(9.75, -1.09, -0.24)","(0.1, -0.07, -0.06)","(0.56, 8.3, 64.65)"
243.26,"(9.74, -1.09, -0.32)","(0.1, -0.46, -0.29)","(0.97, -50.66, 51.69)"
243.28,"(9.74, -1.08, -0.35)","(0.02, -0.29, -0.18)","(0.02, 14.65, 13.15)"
243.3,"(9.76, -0.96, -0.34)","(-0.04, -0.65, -0.37)","(0.93, 93.88, 142.34)"
243.32,"(9.76, -0.9, -0.34)","(-0.31, -0.34, -0.06)","(-1.92, 3.25, -82.35)"
243.34,"(9.77, -0.79, -0.38)","(-1.25, -1.02, 0.06)","(-4.86, 97.72, 116.02)"
243.36,"(9.77, -0.78, -0.4)","(-0.65, -0.34, 0.18)","(2.47, -93.21, -152.72)"
243.38,"(9.77, -0.79, -0.44)","(-1.57, -0.6, 0.48)","(-3.1, 48.65, 25.61)"
243.4,"(9.77, -0.8, -0.44)","(-0.7, -0.15, 0.1)","(4.69, -100.37, -57.37)"
243.42,"(9.76, -0.84, -0.47)","(-1.46, -0.34, 0.16)","(-0.36, -6.76, 13.14)"
243.44,"(9.76, -0.87, -0.51)","(-1.35, -0.3, 0.03)","(1.91, -30.8, -21.37)"
243.46,"(9.75, -0.92, -0.54)","(-1.2, -0.13, 0.13)","(1.01, -0.29, -24.86)"
243.48,"(9.75, -0.97, -0.54)","(-0.47, -0.02, 0.07)","(-0.25, -9.12, 10.93)"
243.5,"(9.74, -1.06, -0.54)","(-0.95, 0.05, 0.07)","(1.51, -47.93, -10.45)"
243.52,"(9.74, -1.06, -0.53)","(-0.28, 0.23, -0.14)","(-0.31, 50.45, -28.59)"
243.54,"(9.74, -1.03, -0.46)","(-0.4, 0.96, -0.29)","(3.09, 3.17, -109.02)"
243.56,"(9.75, -1.01, -0.42)","(0.1, 0.56, -0.07)","(-3.56, 43.83, 58.59)"
243.58,"(9.76, -0.95, -0.31)","(0.61, 1.53, -0.32)","(0.18, -4.95, -153.61)"
243.6,"(9.77, -0.9, -0.23)","(0.69, 1.26, -0.17)","(-4.71, 22.14, 32.73)"
243.62,"(9.77, -0.89, -0.24)","(0.26, 0.15, 0.17)","(0.75, 17.23, 167.7)"
243.64,"(9.77, -0.88, -0.26)","(0.62, 0.26, 0.27)","(-2.77, 32.06, -49.0)"
243.66,"(9.77, -0.87, -0.31)","(0.65, 0.1, 0.02)","(1.6, -62.5, 13.13)"
243.68,"(9.77, -0.87, -0.32)","(0.37, -0.05, -0.11)","(4.46, -43.81, 87.86)"
243.7,"(9.77, -0.87, -0.33)","(0.77, -0.23, -0.24)","(2.03, -31.85, 34.19)"
243.72,"(9.76, -0.88, -0.34)","(0.26, -0.29, -0.08)","(-0.71, 24.9, 12.25)"
243.74,"(9.76, -0.92, -0.35)","(0.57, -0.67, 0.0)","(1.65, -13.75, 92.26)"
243.76,"(9.76, -0.97, -0.34)","(0.45, -0.59, 0.24)","(-2.78, 37.31, 7.17)"
243.78,"(9.75, -1.0, -0.32)","(0.28, -0.18, 0.15)","(-1.59, 11.36, -87.88)"
243.8,"(9.75, -1.05, -0.28)","(0.62, -0.37, 0.31)","(-1.35, -0.16, 72.22)"
243.82,"(9.74, -1.1, -0.25)","(0.69, -0.23, 0.14)","(0.24, -32.48, -46.57)"
243.84,"(9.74, -1.11, -0.24)","(0.62, -0.06, -0.05)","(0.95, 0.39, -59.78)"
243.86,"(9.74, -1.11, -0.24)","(0.29, 0.01, -0.07)","(0.48, 14.87, -31.11)"
243.88,"(9.74, -1.1, -0.24)","(0.57, 0.23, -0.19)","(1.8, -28.63, -55.35)"
243.9,"(9.75, -1.1, -0.23)","(0.52, 0.4, -0.18)","(0.18, -0.48, -31.95)"
243.92,"(9.75, -1.1, -0.18)","(0.56, 0.8, -0.16)","(-0.45, 1.86, -43.23)"
243.94,"(9.75, -1.1, -0.16)","(0.45, 0.61, -0.06)","(-1.54, 16.7, 1.52)"
243.96,"(9.75, -1.11, -0.16)","(0.19, 0.25, -0.01)","(-0.53, 16.09, 68.22)"
243.98,"(9.75, -1.1, -0.22)","(0.26, 0.04, -0.1)","(-0.74, 2.15, -28.05)"
244.0,"(9.75, -1.09, -0.29)","(0.14, -0.26, -0.18)","(0.71, -15.28, 58.86)"
244.02,"(9.74, -1.08, -0.35)","(0.03, -0.54, -0.33)","(1.37, -48.57, 87.47)"
244.04,"(9.75, -0.99, -0.35)","(0.07, -0.49, -0.32)","(0.33, 103.61, 71.21)"
244.06,"(9.76, -0.93, -0.34)","(-0.25, -0.31, -0.06)","(-1.33, 19.82, -47.49)"
244.08,"(9.77, -0.83, -0.36)","(-0.92, -0.83, 0.01)","(-3.16, 79.38, 96.44)"
244.1,"(9.77, -0.78, -0.39)","(-1.11, -0.71, 0.18)","(-2.22, -13.95, -52.12)"
244.12,"(9.77, -0.78, -0.43)","(-1.23, -0.5, 0.41)","(0.46, -20.31, -62.56)"
244.14,"(9.77, -0.79, -0.44)","(-0.67, -0.19, 0.13)","(3.14, -73.98, -39.03)"
244.16,"(9.76, -0.82, -0.46)","(-1.44, -0.35, 0.2)","(-0.72, -3.72, 18.06)"
244.18,"(9.76, -0.86, -0.5)","(-1.41, -0.28, 0.02)","(3.02, -50.09, -32.1)"
244.2,"(9.76, -0.88, -0.52)","(-0.64, -0.17, 0.04)","(-0.67, 22.5, -3.45)"
244.22,"(9.75, -0.96, -0.54)","(-1.28, -0.08, 0.16)","(2.25, -40.61, -22.74)"
244.24,"(9.74, -1.0, -0.55)","(-0.45, -0.03, 0.07)","(-1.21, 11.63, 16.84)"
244.26,"(9.74, -1.06, -0.54)","(-0.78, 0.2, -0.06)","(2.29, -37.54, -37.49)"
244.28,"(9.74, -1.05, -0.49)","(-0.45, 0.57, -0.28)","(0.98, 26.6, -55.92)"
244.3,"(9.75, -1.03, -0.45)","(-0.08, 0.56, -0.09)","(-1.72, 51.27, 3.68)"
244.32,"(9.76, -0.97, -0.35)","(0.45, 1.43, -0.24)","(0.7, 21.49, -142.91)"
244.34,"(9.77, -0.91, -0.23)","(0.75, 1.66, -0.4)","(-4.35, -26.67, -33.19)"
244.36,"(9.77, -0.9, -0.24)","(0.29, 0.22, 0.16)","(-0.81, 51.4, 208.1)"
244.38,"(9.77, -0.88, -0.25)","(0.6, 0.33, 0.37)","(-3.31, 57.73, -40.3)"
244.4,"(9.77, -0.87, -0.3)","(0.61, 0.1, 0.03)","(2.35, -89.26, 18.1)"
244.42,"(9.77, -0.87, -0.31)","(0.31, 0.02, -0.02)","(2.3, -20.16, 54.43)"
244.44,"(9.77, -0.87, -0.32)","(0.78, -0.11, -0.24)","(3.16, -49.57, 43.52)"
244.46,"(9.76, -0.88, -0.34)","(0.57, -0.49, -0.18)","(2.15, -8.7, 73.54)"
244.48,"(9.76, -0.89, -0.35)","(0.23, -0.26, -0.07)","(-2.69, 31.56, -46.03)"
244.5,"(9.76, -0.94, -0.35)","(0.51, -0.65, 0.19)","(1.07, 9.68, 115.49)"
244.52,"(9.75, -1.0, -0.32)","(0.54, -0.51, 0.29)","(-2.64, 17.81, -9.19)"
244.54,"(9.75, -1.03, -0.3)","(0.29, -0.18, 0.15)","(-0.9, 3.38, -86.12)"
244.56,"(9.75, -1.06, -0.28)","(0.42, -0.21, 0.17)","(-0.44, -7.9, 12.99)"
244.58,"(9.74, -1.11, -0.25)","(0.79, -0.27, 0.16)","(-0.62, -28.91, 25.38)"
244.6,"(9.74, -1.11, -0.24)","(0.62, 0.01, -0.13)","(1.91, 3.84, -97.42)"
244.62,"(9.74, -1.1, -0.24)","(0.56, 0.17, -0.17)","(1.25, -7.83, -46.5)"
244.64,"(9.75, -1.1, -0.24)","(0.51, 0.29, -0.19)","(0.54, -5.52, -36.07)"
244.66,"(9.75, -1.1, -0.22)","(0.25, 0.36, -0.07)","(-0.96, 23.45, 15.18)"
244.68,"(9.75, -1.1, -0.16)","(0.57, 0.82, -0.16)","(0.27, -22.34, -75.16)"
244.7,"(9.75, -1.11, -0.16)","(0.41, 0.54, -0.02)","(-1.6, 23.46, 7.98)"
244.72,"(9.75, -1.1, -0.2)","(0.29, 0.2, -0.07)","(-0.79, 9.26, 32.14)"
244.74,"(9.75, -1.09, -0.27)","(0.18, -0.13, -0.11)","(-0.07, 8.13, 30.05)"
244.76,"(9.74, -1.09, -0.3)","(0.02, -0.24, -0.15)","(1.64, -29.67, 85.19)"
244.78,"(9.74, -1.08, -0.36)","(0.04, -0.58, -0.36)","(0.35, -43.67, 41.41)"
244.8,"(9.76, -0.97, -0.34)","(-0.01, -0.49, -0.29)","(0.36, 140.69, 86.48)"
244.82,"(9.77, -0.87, -0.35)","(-0.69, -0.7, -0.05)","(-2.9, 50.12, 17.79)"
244.84,"(9.77, -0.78, -0.38)","(-0.97, -0.75, 0.04)","(-3.09, 0.3, -16.78)"
244.86,"(9.77, -0.78, -0.42)","(-1.2, -0.55, 0.4)","(-0.38, -3.82, -72.52)"
244.88,"(9.77, -0.78, -0.43)","(-0.57, -0.22, 0.17)","(2.83, -73.01, -49.22)"
244.9,"(9.77, -0.81, -0.44)","(-1.32, -0.32, 0.21)","(-0.74, -4.45, 17.78)"
244.92,"(9.76, -0.84, -0.47)","(-1.35, -0.31, 0.12)","(1.85, -36.55, -18.68)"
244.94,"(9.76, -0.87, -0.51)","(-1.24, -0.29, 0.03)","(1.28, -20.51, -14.7)"
244.96,"(9.75, -0.92, -0.54)","(-1.12, -0.13, 0.12)","(0.99, 0.66, -24.69)"
244.98,"(9.74, -1.01, -0.55)","(-0.9, -0.05, 0.13)","(0.72, -46.85, 14.0)"
245.0,"(9.74, -1.05, -0.55)","(-0.39, -0.05, 0.07)","(-1.36, 33.16, 5.38)"
245.02,"(9.74, -1.06, -0.52)","(-0.57, 0.43, -0.25)","(3.81, -26.65, -82.9)"
245.04,"(9.74, -1.04, -0.47)","(-0.28, 0.76, -0.22)","(-0.14, 42.59, -43.01)"
245.06,"(9.75, -0.99, -0.39)","(0.2, 1.12, -0.15)","(-1.06, 47.59, -60.52)"
245.08,"(9.76, -0.93, -0.28)","(0.7, 1.56, -0.37)","(-2.37, -30.48, -70.08)"
245.1,"(9.77, -0.91, -0.23)","(0.33, 0.7, -0.16)","(-2.1, 4.07, 134.79)"
245.12,"(9.77, -0.89, -0.24)","(0.57, 0.33, 0.38)","(-3.21, 108.61, 20.76)"
245.14,"(9.77, -0.88, -0.27)","(0.57, 0.19, 0.17)","(0.69, -56.01, 12.25)"
245.16,"(9.77, -0.87, -0.31)","(0.6, 0.08, 0.0)","(1.38, -42.7, 15.88)"
245.18,"(9.77, -0.87, -0.32)","(0.33, -0.05, -0.1)","(3.65, -34.45, 72.71)"
245.2,"(9.77, -0.87, -0.33)","(0.84, -0.33, -0.26)","(3.02, -43.62, 54.48)"
245.22,"(9.76, -0.89, -0.35)","(0.31, -0.34, -0.1)","(-1.29, 28.82, 3.07)"
245.24,"(9.76, -0.91, -0.35)","(0.35, -0.41, 0.0)","(-0.22, 8.48, 25.52)"
245.26,"(9.76, -0.95, -0.35)","(0.32, -0.43, 0.17)","(-1.08, 22.43, 20.82)"
245.28,"(9.75, -1.0, -0.32)","(0.51, -0.46, 0.27)","(-1.32, 6.65, 32.27)"
245.3,"(9.75, -1.05, -0.28)","(0.61, -0.36, 0.3)","(-1.7, 2.4, -7.82)"
245.32,"(9.74, -1.1, -0.26)","(0.66, -0.22, 0.13)","(0.3, -31.1, -47.1)"
245.34,"(9.74, -1.11, -0.24)","(0.61, -0.07, -0.03)","(0.79, -0.36, -52.72)"
245.36,"(9.74, -1.1, -0.24)","(0.59, 0.06, -0.15)","(1.06, -2.35, -42.87)"
245.38,"(9.74, -1.1, -0.24)","(0.25, 0.15, -0.09)","(0.57, 8.17, -30.54)"
245.4,"(9.75, -1.1, -0.23)","(0.56, 0.4, -0.2)","(1.08, -23.97, -52.32)"
245.42,"(9.75, -1.1, -0.18)","(0.56, 0.8, -0.16)","(-0.55, 5.05, -40.37)"
245.44,"(9.75, -1.1, -0.16)","(0.46, 0.62, -0.06)","(-1.56, 16.02, 0.81)"
245.46,"(9.75, -1.11, -0.16)","(0.2, 0.26, -0.01)","(-0.59, 16.8, 67.23)"
245.48,"(9.75, -1.1, -0.22)","(0.26, 0.06, -0.09)","(-0.71, 2.3, -25.32)"
245.5,"(9.75, -1.09, -0.29)","(0.15, -0.25, -0.18)","(0.62, -14.09, 55.14)"
245.52,"(9.74, -1.08, -0.35)","(0.03, -0.56, -0.34)","(1.47, -51.74, 93.02)"
245.54,"(9.75, -1.05, -0.36)","(0.03, -0.25, -0.16)","(-0.32, 72.3, -9.33)"
245.56,"(9.76, -0.94, -0.32)","(-0.14, -0.45, -0.28)","(-0.06, 59.94, 111.96)"
245.58,"(9.76, -0.89, -0.3)","(-0.6, -0.55, -0.05)","(-2.47, -9.03, -3.72)"
245.6,"(9.76, -0.9, -0.28)","(-0.72, -0.44, 0.2)","(-1.21, -11.24, -37.03)"
245.62,"(9.76, -0.98, -0.27)","(-0.78, -0.22, 0.52)","(0.64, -5.4, -56.13)"
245.64,"(9.75, -1.02, -0.25)","(-0.37, -0.02, 0.22)","(1.6, -35.8, -43.92)"
245.66,"(9.74, -1.12, -0.2)","(-0.73, 0.08, 0.41)","(-0.4, -18.56, 14.15)"
245.68,"(9.73, -1.21, -0.15)","(-0.58, 0.25, 0.22)","(1.8, -32.82, -42.77)"
245.7,"(9.72, -1.31, -0.1)","(-0.39, 0.44, 0.21)","(1.29, -15.51, -41.71)"
245.72,"(9.72, -1.36, -0.07)","(-0.12, 0.3, 0.12)","(-0.5, 37.16, 3.46)"
245.74,"(9.7, -1.46, -0.03)","(-0.17, 0.67, 0.33)","(1.44, -17.41, -71.83)"
245.76,"(9.69, -1.53, 0.0)","(-0.07, 0.58, 0.17)","(-1.35, 8.79, 13.39)"
245.78,"(9.69, -1.56, 0.02)","(-0.02, 0.47, 0.03)","(-0.92, 12.86, 20.8)"
244.52,"(9.75, -1.0, -0.32)","(0.54, -0.51, 0.29)","(-2.64, 17.81, -9.19)"
244.54,"(9.75, -1.03, -0.3)","(0.29, -0.18, 0.15)","(-0.9, 3.38, -86.12)"
244.56,"(9.75, -1.06, -0.28)","(0.42, -0.21, 0.17)","(-0.44, -7.9, 12.99)"
244.58,"(9.74, -1.11, -0.25)","(0.79, -0.27, 0.16)","(-0.62, -28.91, 25.38)"
244.6,"(9.74, -1.11, -0.24)","(0.62, 0.01, -0.13)","(1.91, 3.84, -97.42)"
244.62,"(9.74, -1.1, -0.24)","(0.56, 0.17, -0.17)","(1.25, -7.83, -46.5)"
244.64,"(9.75, -1.1, -0.24)","(0.51, 0.29, -0.19)","(0.54, -5.52, -36.07)"
244.66,"(9.75, -1.1, -0.22)","(0.25, 0.36, -0.07)","(-0.96, 23.45, 15.18)"
244.68,"(9.75, -1.1, -0.16)","(0.57, 0.82, -0.16)","(0.27, -22.34, -75.16)"
244.7,"(9.75, -1.11, -0.16)","(0.41, 0.54, -0.02)","(-1.6, 23.46, 7.98)"
244.72,"(9.75, -1.1, -0.2)","(0.29, 0.2, -0.07)","(-0.79, 9.26, 32.14)"
244.74,"(9.75, -1.09, -0.27)","(0.18, -0.13, -0.11)","(-0.07, 8.13, 30.05)"
244.76,"(9.74, -1.09, -0.3)","(0.02, -0.24, -0.15)","(1.64, -29.67, 85.19)"
244.78,"(9.74, -1.08, -0.36)","(0.04, -0.58, -0.36)","(0.35, -43.67, 41.41)"
244.8,"(9.76, -0.97, -0.34)","(-0.01, -0.49, -0.29)","(0.36, 140.69, 86.48)"
244.82,"(9.77, -0.87, -0.35)","(-0.69, -0.7, -0.05)","(-2.9, 50.12, 17.79)"
244.84,"(9.77, -0.78, -0.38)","(-0.97, -0.75, 0.04)","(-3.09, 0.3, -16.78)"
244.86,"(9.77, -0.78, -0.42)","(-1.2, -0.55, 0.4)","(-0.38, -3.82, -72.52)"
244.88,"(9.77, -0.78, -0.43)","(-0.57, -0.22, 0.17)","(2.83, -73.01, -49.22)"
244.9,"(9.77, -0.81, -0.44)","(-1.32, -0.32, 0.21)","(-0.74, -4.45, 17.78)"
244.92,"(9.76, -0.84, -0.47)","(-1.35, -0.31, 0.12)","(1.85, -36.55, -18.68)"
244.94,"(9.76, -0.87, -0.51)","(-1.24, -0.29, 0.03)","(1.28, -20.51, -14.7)"
244.96,"(9.75, -0.92, -0.54)","(-1.12, -0.13, 0.12)","(0.99, 0.66, -24.69)"
244.98,"(9.74, -1.01, -0.55)","(-0.9, -0.05, 0.13)","(0.72, -46.85, 14.0)"
245.0,"(9.74, -1.05, -0.55)","(-0.39, -0.05, 0.07)","(-1.36, 33.16, 5.38)"
245.02,"(9.74, -1.06, -0.52)","(-0.57, 0.43, -0.25)","(3.81, -26.65, -82.9)"
245.04,"(9.74, -1.04, -0.47)","(-0.28, 0.76, -0.22)","(-0.14, 42.59, -43.01)"
245.06,"(9.75, -0.99, -0.39)","(0.2, 1.12, -0.15)","(-1.06, 47.59, -60.52)"
245.08,"(9.76, -0.93, -0.28)","(0.7, 1.56, -0.37)","(-2.37, -30.48, -70.08)"
245.1,"(9.77, -0.91, -0.23)","(0.33, 0.7, -0.16)","(-2.1, 4.07, 134.79)"
245.12,"(9.77, -0.89, -0.24)","(0.57, 0.33, 0.38)","(-3.21, 108.61, 20.76)"
245.14,"(9.77, -0.88, -0.27)","(0.57, 0.19, 0.17)","(0.69, -56.01, 12.25)"
245.16,"(9.77, -0.87, -0.31)","(0.6, 0.08, 0.0)","(1.38, -42.7, 15.88)"
245.18,"(9.77, -0.87, -0.32)","(0.33, -0.05, -0.1)","(3.65, -34.45, 72.71)"
245.2,"(9.77, -0.87, -0.33)","(0.84, -0.33, -0.26)","(3.02, -43.62, 54.48)"
245.22,"(9.76, -0.89, -0.35)","(0.31, -0.34, -0.1)","(-1.29, 28.82, 3.07)"
245.24,"(9.76, -0.91, -0.35)","(0.35, -0.41, 0.0)","(-0.22, 8.48, 25.52)"
245.26,"(9.76, -0.95, -0.35)","(0.32, -0.43, 0.17)","(-1.08, 22.43, 20.82)"
245.28,"(9.75, -1.0, -0.32)","(0.51, -0.46, 0.27)","(-1.32, 6.65, 32.27)"
245.3,"(9.75, -1.05, -0.28)","(0.61, -0.36, 0.3)","(-1.7, 2.4, -7.82)"
245.32,"(9.74, -1.1, -0.26)","(0.66, -0.22, 0.13)","(0.3, -31.1, -47.1)"
245.34,"(9.74, -1.11, -0.24)","(0.61, -0.07, -0.03)","(0.79, -0.36, -52.72)"
245.36,"(9.74, -1.1, -0.24)","(0.59, 0.06, -0.15)","(1.06, -2.35, -42.87)"
245.38,"(9.74, -1.1, -0.24)","(0.25, 0.15, -0.09)","(0.57, 8.17, -30.54)"
245.4,"(9.75, -1.1, -0.23)","(0.56, 0.4, -0.2)","(1.08, -23.97, -52.32)"
245.42,"(9.75, -1.1, -0.18)","(0.56, 0.8, -0.16)","(-0.55, 5.05, -40.37)"
245.44,"(9.75, -1.1, -0.16)","(0.46, 0.62, -0.06)","(-1.56, 16.02, 0.81)"
245.46,"(9.75, -1.11, -0.16)","(0.2, 0.26, -0.01)","(-0.59, 16.8, 67.23)"
245.48,"(9.75, -1.1, -0.22)","(0.26, 0.06, -0.09)","(-0.71, 2.3, -25.32)"
245.5,"(9.75, -1.09, -0.29)","(0.15, -0.25, -0.18)","(0.62, -14.09, 55.14)"
245.52,"(9.74, -1.08, -0.35)","(0.03, -0.56, -0.34)","(1.47, -51.74, 93.02)"
245.54,"(9.75, -1.05, -0.36)","(0.03, -0.25, -0.16)","(-0.32, 72.3, -9.33)"
245.56,"(9.76, -0.94, -0.32)","(-0.14, -0.45, -0.28)","(-0.06, 59.94, 111.96)"
245.58,"(9.76, -0.89, -0.3)","(-0.6, -0.55, -0.05)","(-2.47, -9.03, -3.72)"
245.6,"(9.76, -0.9, -0.28)","(-0.72, -0.44, 0.2)","(-1.21, -11.24, -37.03)"
245.62,"(9.76, -0.98, -0.27)","(-0.78, -0.22, 0.52)","(0.64, -5.4, -56.13)"
245.64,"(9.75, -1.02, -0.25)","(-0.37, -0.02, 0.22)","(1.6, -35.8, -43.92)"
245.66,"(9.74, -1.12, -0.2)","(-0.73, 0.08, 0.41)","(-0.4, -18.56, 14.15)"
245.68,"(9.73, -1.21, -0.15)","(-0.58, 0.25, 0.22)","(1.8, -32.82, -42.77)"
245.7,"(9.72, -1.31, -0.1)","(-0.39, 0.44, 0.21)","(1.29, -15.51, -41.71)"
245.72,"(9.72, -1.36, -0.07)","(-0.12, 0.3, 0.12)","(-0.5, 37.16, 3.46)"
245.74,"(9.7, -1.46, -0.03)","(-0.17, 0.67, 0.33)","(1.44, -17.41, -71.83)"
245.76,"(9.69, -1.53, 0.0)","(-0.07, 0.58, 0.17)","(-1.35, 8.79, 13.39)"
245.78,"(9.69, -1.56, 0.02)","(-0.02, 0.47, 0.03)","(-0.92, 12.86, 20.8)"
245.8,"(9.69, -1.53, 0.05)","(0.0, 0.36, -0.09)","(-0.09, 41.78, 19.87)"
245.82,"(9.7, -1.49, 0.04)","(-0.04, 0.08, -0.07)","(-0.15, 11.46, 36.16)"
245.84,"(9.71, -1.4, 0.03)","(-0.11, 0.19, -0.19)","(-0.07, 34.74, -35.22)"
245.86,"(9.72, -1.33, 0.03)","(-0.12, 0.26, -0.18)","(-0.63, -12.19, -3.58)"
245.88,"(9.73, -1.26, 0.04)","(-0.13, 0.29, -0.15)","(-0.56, -0.99, -2.86)"
245.9,"(9.73, -1.23, 0.04)","(-0.07, 0.12, -0.04)","(0.36, -24.12, 37.32)"
245.92,"(9.74, -1.18, 0.03)","(-0.17, 0.21, -0.05)","(-1.07, 29.76, -30.15)"
245.94,"(9.74, -1.13, 0.01)","(-0.18, 0.08, -0.02)","(-0.15, -6.21, 10.22)"
245.96,"(9.75, -1.1, -0.02)","(-0.21, -0.05, 0.1)","(0.11, 10.4, 23.54)"
245.98,"(9.75, -1.07, -0.05)","(-0.25, -0.16, 0.19)","(-0.53, 24.22, 14.37)"
246.0,"(9.75, -1.05, -0.08)","(-0.14, -0.11, 0.12)","(0.45, -27.21, 4.36)"
246.02,"(9.76, -0.98, -0.13)","(-0.33, -0.31, 0.26)","(-3.19, 82.12, 10.76)"
246.04,"(9.77, -0.92, -0.16)","(-0.29, -0.32, 0.18)","(0.28, -18.2, 31.08)"
246.06,"(9.77, -0.91, -0.17)","(-0.27, -0.52, 0.18)","(4.51, -69.84, 78.13)"
246.08,"(9.77, -0.92, -0.16)","(-0.09, -0.33, 0.1)","(0.28, -31.69, -35.14)"
246.1,"(9.77, -0.89, -0.18)","(-0.01, -1.14, 0.34)","(-7.25, 95.75, 178.86)"
246.12,"(9.77, -0.86, -0.18)","(0.3, -1.05, 0.43)","(-8.09, 18.65, 0.51)"
246.14,"(9.77, -0.9, -0.14)","(0.71, -0.49, 0.36)","(5.16, -92.74, -83.24)"
246.16,"(9.75, -1.05, -0.04)","(0.86, 0.3, 0.19)","(18.33, -192.2, -106.66)"
246.18,"(9.74, -1.14, 0.01)","(0.37, 0.27, 0.08)","(-2.67, 60.63, -58.83)"
246.2,"(9.72, -1.32, 0.15)","(0.6, 0.7, 0.2)","(4.3, -93.63, -5.44)"
246.22,"(9.7, -1.42, 0.21)","(0.28, 0.47, 0.08)","(-3.26, 74.7, -41.64)"
246.24,"(9.7, -1.46, 0.21)","(0.08, 0.3, -0.04)","(-0.94, 44.95, -33.81)"
246.26,"(9.69, -1.5, 0.21)","(-0.01, 0.18, 0.01)","(-2.64, 27.24, 27.89)"
246.28,"(9.68, -1.57, 0.2)","(-0.08, 0.38, -0.06)","(3.41, -69.27, -61.44)"
246.3,"(9.67, -1.63, 0.18)","(-0.08, 0.28, -0.22)","(-2.04, -11.9, 12.04)"
246.32,"(9.67, -1.65, 0.14)","(-0.12, 0.18, -0.29)","(-1.92, 20.78, 0.46)"
246.34,"(9.67, -1.63, 0.1)","(-0.18, 0.07, -0.47)","(-1.7, 9.13, 23.24)"
246.36,"(9.68, -1.61, 0.08)","(-0.1, 0.02, -0.26)","(-0.76, 54.28, 41.57)"
246.38,"(9.69, -1.55, 0.05)","(-0.23, 0.11, -0.5)","(-0.09, -9.87, -40.04)"
246.4,"(9.7, -1.48, 0.04)","(-0.09, 0.16, -0.15)","(0.73, 103.19, 18.12)"
246.42,"(9.71, -1.4, 0.03)","(-0.11, 0.18, -0.18)","(-0.51, 0.41, -6.81)"
246.44,"(9.72, -1.36, 0.03)","(-0.06, 0.12, -0.09)","(-0.29, -33.0, 26.55)"
246.46,"(9.73, -1.28, 0.04)","(-0.13, 0.32, -0.19)","(-0.7, 26.33, -42.24)"
246.48,"(9.73, -1.22, 0.04)","(-0.14, 0.26, -0.09)","(-0.37, -1.42, 13.21)"
246.5,"(9.74, -1.17, 0.03)","(-0.16, 0.19, -0.04)","(-0.43, 1.47, 3.53)"
246.52,"(9.74, -1.13, 0.01)","(-0.18, 0.07, -0.02)","(-0.18, -3.51, 8.63)"
