Time,Gravity Acceleration,Angular Velocity,Linear Acceleration
246.54,"(9.75, -1.11, 0.0)","(-0.1, -0.01, 0.03)","(0.97, -20.55, 32.15)"
246.56,"(9.75, -1.09, -0.04)","(-0.25, -0.13, 0.17)","(-1.05, 45.12, 0.56)"
246.58,"(9.75, -1.04, -0.09)","(-0.31, -0.24, 0.26)","(-1.94, 48.61, 2.02)"
246.6,"(9.76, -1.01, -0.12)","(-0.16, -0.15, 0.13)","(1.54, -56.75, 13.08)"
246.62,"(9.76, -0.93, -0.16)","(-0.34, -0.34, 0.21)","(-3.32, 78.23, 26.0)"
246.64,"(9.77, -0.91, -0.17)","(-0.3, -0.53, 0.19)","(4.43, -72.65, 81.54)"
246.66,"(9.77, -0.92, -0.16)","(-0.12, -0.37, 0.11)","(1.5, -51.16, -19.46)"
246.68,"(9.77, -0.89, -0.18)","(-0.01, -1.25, 0.37)","(-8.22, 105.52, 194.37)"
246.7,"(9.77, -0.87, -0.18)","(0.11, -0.59, 0.21)","(0.5, -55.08, -143.5)"
246.72,"(9.77, -0.87, -0.16)","(0.65, -0.84, 0.48)","(-9.22, 39.34, 100.74)"
246.74,"(9.76, -1.01, -0.07)","(0.91, 0.13, 0.23)","(21.58, -231.01, -142.61)"
246.76,"(9.75, -1.1, -0.01)","(0.42, 0.28, 0.08)","(1.22, 22.68, -83.71)"
246.78,"(9.72, -1.3, 0.13)","(0.67, 0.71, 0.2)","(4.66, -98.69, -5.69)"
246.8,"(9.71, -1.42, 0.21)","(0.33, 0.55, 0.1)","(-3.37, 68.97, -44.26)"
246.82,"(9.7, -1.44, 0.21)","(0.07, 0.15, -0.02)","(-4.63, 95.93, 3.4)"
246.84,"(9.69, -1.5, 0.21)","(0.01, 0.39, -0.01)","(3.99, -49.45, -62.51)"
246.86,"(9.68, -1.58, 0.2)","(-0.08, 0.37, -0.07)","(-0.48, -26.85, -9.2)"
246.88,"(9.67, -1.63, 0.18)","(-0.08, 0.27, -0.22)","(-2.12, -7.07, 12.52)"
246.9,"(9.67, -1.65, 0.16)","(-0.05, 0.1, -0.12)","(-2.83, 67.9, 45.58)"
246.92,"(9.67, -1.65, 0.12)","(-0.17, 0.12, -0.45)","(0.23, -56.93, -45.17)"
246.94,"(9.68, -1.6, 0.07)","(-0.21, 0.04, -0.54)","(-1.5, 28.05, 30.2)"
246.96,"(9.68, -1.58, 0.06)","(-0.1, 0.05, -0.23)","(-0.15, 55.43, 30.46)"
246.98,"(9.69, -1.5, 0.04)","(-0.14, 0.17, -0.27)","(0.53, 52.65, -29.85)"
247.0,"(9.71, -1.42, 0.03)","(-0.1, 0.17, -0.18)","(-0.19, 28.04, 5.78)"
247.02,"(9.72, -1.34, 0.03)","(-0.11, 0.24, -0.18)","(-0.58, -5.89, -6.93)"
247.04,"(9.73, -1.27, 0.04)","(-0.13, 0.3, -0.17)","(-0.6, -4.1, -6.18)"
247.06,"(9.73, -1.24, 0.04)","(-0.06, 0.12, -0.05)","(0.31, -24.27, 38.74)"
245.8,"(9.69, -1.53, 0.05)","(0.0, 0.36, -0.09)","(-0.09, 41.78, 19.87)"
245.82,"(9.7, -1.49, 0.04)","(-0.04, 0.08, -0.07)","(-0.15, 11.46, 36.16)"
245.84,"(9.71, -1.4, 0.03)","(-0.11, 0.19, -0.19)","(-0.07, 34.74, -35.22)"
245.86,"(9.72, -1.33, 0.03)","(-0.12, 0.26, -0.18)","(-0.63, -12.19, -3.58)"
245.88,"(9.73, -1.26, 0.04)","(-0.13, 0.29, -0.15)","(-0.56, -0.99, -2.86)"
245.9,"(9.73, -1.23, 0.04)","(-0.07, 0.12, -0.04)","(0.36, -24.12, 37.32)"
245.92,"(9.74, -1.18, 0.03)","(-0.17, 0.21, -0.05)","(-1.07, 29.76, -30.15)"
245.94,"(9.74, -1.13, 0.01)","(-0.18, 0.08, -0.02)","(-0.15, -6.21, 10.22)"
245.96,"(9.75, -1.1, -0.02)","(-0.21, -0.05, 0.1)","(0.11, 10.4, 23.54)"
245.98,"(9.75, -1.07, -0.05)","(-0.25, -0.16, 0.19)","(-0.53, 24.22, 14.37)"
246.0,"(9.75, -1.05, -0.08)","(-0.14, -0.11, 0.12)","(0.45, -27.21, 4.36)"
246.02,"(9.76, -0.98, -0.13)","(-0.33, -0.31, 0.26)","(-3.19, 82.12, 10.76)"
246.04,"(9.77, -0.92, -0.16)","(-0.29, -0.32, 0.18)","(0.28, -18.2, 31.08)"
246.06,"(9.77, -0.91, -0.17)","(-0.27, -0.52, 0.18)","(4.51, -69.84, 78.13)"
246.08,"(9.77, -0.92, -0.16)","(-0.09, -0.33, 0.1)","(0.28, -31.69, -35.14)"
246.1,"(9.77, -0.89, -0.18)","(-0.01, -1.14, 0.34)","(-7.25, 95.75, 178.86)"
246.12,"(9.77, -0.86, -0.18)","(0.3, -1.05, 0.43)","(-8.09, 18.65, 0.51)"
246.14,"(9.77, -0.9, -0.14)","(0.71, -0.49, 0.36)","(5.16, -92.74, -83.24)"
246.16,"(9.75, -1.05, -0.04)","(0.86, 0.3, 0.19)","(18.33, -192.2, -106.66)"
246.18,"(9.74, -1.14, 0.01)","(0.37, 0.27, 0.08)","(-2.67, 60.63, -58.83)"
246.2,"(9.72, -1.32, 0.15)","(0.6, 0.7, 0.2)","(4.3, -93.63, -5.44)"
246.22,"(9.7, -1.42, 0.21)","(0.28, 0.47, 0.08)","(-3.26, 74.7, -41.64)"
246.24,"(9.7, -1.46, 0.21)","(0.08, 0.3, -0.04)","(-0.94, 44.95, -33.81)"
246.26,"(9.69, -1.5, 0.21)","(-0.01, 0.18, 0.01)","(-2.64, 27.24, 27.89)"
246.28,"(9.68, -1.57, 0.2)","(-0.08, 0.38, -0.06)","(3.41, -69.27, -61.44)"
246.3,"(9.67, -1.63, 0.18)","(-0.08, 0.28, -0.22)","(-2.04, -11.9, 12.04)"
246.32,"(9.67, -1.65, 0.14)","(-0.12, 0.18, -0.29)","(-1.92, 20.78, 0.46)"
246.34,"(9.67, -1.63, 0.1)","(-0.18, 0.07, -0.47)","(-1.7, 9.13, 23.24)"
246.36,"(9.68, -1.61, 0.08)","(-0.1, 0.02, -0.26)","(-0.76, 54.28, 41.57)"
246.38,"(9.69, -1.55, 0.05)","(-0.23, 0.11, -0.5)","(-0.09, -9.87, -40.04)"
246.4,"(9.7, -1.48, 0.04)","(-0.09, 0.16, -0.15)","(0.73, 103.19, 18.12)"
246.42,"(9.71, -1.4, 0.03)","(-0.11, 0.18, -0.18)","(-0.51, 0.41, -6.81)"
246.44,"(9.72, -1.36, 0.03)","(-0.06, 0.12, -0.09)","(-0.29, -33.0, 26.55)"
246.46,"(9.73, -1.28, 0.04)","(-0.13, 0.32, -0.19)","(-0.7, 26.33, -42.24)"
246.48,"(9.73, -1.22, 0.04)","(-0.14, 0.26, -0.09)","(-0.37, -1.42, 13.21)"
246.5,"(9.74, -1.17, 0.03)","(-0.16, 0.19, -0.04)","(-0.43, 1.47, 3.53)"
246.52,"(9.74, -1.13, 0.01)","(-0.18, 0.07, -0.02)","(-0.18, -3.51, 8.63)"
246.54,"(9.75, -1.11, 0.0)","(-0.1, -0.01, 0.03)","(0.97, -20.55, 32.15)"
246.56,"(9.75, -1.09, -0.04)","(-0.25, -0.13, 0.17)","(-1.05, 45.12, 0.56)"
246.58,"(9.75, -1.04, -0.09)","(-0.31, -0.24, 0.26)","(-1.94, 48.61, 2.02)"
246.6,"(9.76, -1.01, -0.12)","(-0.16, -0.15, 0.13)","(1.54, -56.75, 13.08)"
246.62,"(9.76, -0.93, -0.16)","(-0.34, -0.34, 0.21)","(-3.32, 78.23, 26.0)"
246.64,"(9.77, -0.91, -0.17)","(-0.3, -0.53, 0.19)","(4.43, -72.65, 81.54)"
246.66,"(9.77, -0.92, -0.16)","(-0.12, -0.37, 0.11)","(1.5, -51.16, -19.46)"
246.68,"(9.77, -0.89, -0.18)","(-0.01, -1.25, 0.37)","(-8.22, 105.52, 194.37)"
246.7,"(9.77, -0.87, -0.18)","(0.11, -0.59, 0.21)","(0.5, -55.08, -143.5)"
246.72,"(9.77, -0.87, -0.16)","(0.65, -0.84, 0.48)","(-9.22, 39.34, 100.74)"
246.74,"(9.76, -1.01, -0.07)","(0.91, 0.13, 0.23)","(21.58, -231.01, -142.61)"
246.76,"(9.75, -1.1, -0.01)","(0.42, 0.28, 0.08)","(1.22, 22.68, -83.71)"
246.78,"(9.72, -1.3, 0.13)","(0.67, 0.71, 0.2)","(4.66, -98.69, -5.69)"
246.8,"(9.71, -1.42, 0.21)","(0.33, 0.55, 0.1)","(-3.37, 68.97, -44.26)"
246.82,"(9.7, -1.44, 0.21)","(0.07, 0.15, -0.02)","(-4.63, 95.93, 3.4)"
246.84,"(9.69, -1.5, 0.21)","(0.01, 0.39, -0.01)","(3.99, -49.45, -62.51)"
246.86,"(9.68, -1.58, 0.2)","(-0.08, 0.37, -0.07)","(-0.48, -26.85, -9.2)"
246.88,"(9.67, -1.63, 0.18)","(-0.08, 0.27, -0.22)","(-2.12, -7.07, 12.52)"
246.9,"(9.67, -1.65, 0.16)","(-0.05, 0.1, -0.12)","(-2.83, 67.9, 45.58)"
246.92,"(9.67, -1.65, 0.12)","(-0.17, 0.12, -0.45)","(0.23, -56.93, -45.17)"
246.94,"(9.68, -1.6, 0.07)","(-0.21, 0.04, -0.54)","(-1.5, 28.05, 30.2)"
246.96,"(9.68, -1.58, 0.06)","(-0.1, 0.05, -0.23)","(-0.15, 55.43, 30.46)"
246.98,"(9.69, -1.5, 0.04)","(-0.14, 0.17, -0.27)","(0.53, 52.65, -29.85)"
247.0,"(9.71, -1.42, 0.03)","(-0.1, 0.17, -0.18)","(-0.19, 28.04, 5.78)"
247.02,"(9.72, -1.34, 0.03)","(-0.11, 0.24, -0.18)","(-0.58, -5.89, -6.93)"
247.04,"(9.73, -1.27, 0.04)","(-0.13, 0.3, -0.17)","(-0.6, -4.1, -6.18)"
247.06,"(9.73, -1.24, 0.04)","(-0.06, 0.12, -0.05)","(0.31, -24.27, 38.74)"
247.08,"(9.74, -1.19, 0.04)","(-0.16, 0.24, -0.05)","(-1.03, 31.13, -31.2)"
247.1,"(9.74, -1.14, 0.02)","(-0.18, 0.11, -0.04)","(-0.27, -5.58, 7.26)"
247.12,"(9.75, -1.11, -0.01)","(-0.21, -0.02, 0.07)","(0.09, 6.85, 21.9)"
247.14,"(9.75, -1.1, -0.02)","(-0.1, -0.05, 0.07)","(1.02, -27.0, 24.75)"
247.16,"(9.75, -1.06, -0.07)","(-0.27, -0.19, 0.22)","(-2.08, 69.02, -5.34)"
247.18,"(9.76, -1.0, -0.12)","(-0.3, -0.27, 0.25)","(-1.52, 26.14, 9.4)"
247.2,"(9.76, -0.94, -0.15)","(-0.28, -0.28, 0.18)","(-0.45, -3.64, 22.4)"
247.22,"(9.77, -0.91, -0.17)","(-0.27, -0.43, 0.17)","(2.82, -44.15, 61.74)"
247.24,"(9.77, -0.92, -0.16)","(-0.21, -0.66, 0.2)","(2.18, -38.1, 78.24)"
247.26,"(9.77, -0.89, -0.18)","(0.02, -1.07, 0.32)","(-7.68, 72.18, 82.55)"
247.28,"(9.77, -0.87, -0.18)","(0.09, -0.53, 0.19)","(0.93, -48.66, -117.09)"
247.3,"(9.77, -0.86, -0.16)","(0.52, -0.84, 0.46)","(-10.07, 56.77, 103.45)"
247.32,"(9.76, -0.96, -0.1)","(0.8, -0.05, 0.23)","(17.4, -191.64, -118.17)"
247.34,"(9.74, -1.13, 0.01)","(0.8, 0.49, 0.16)","(10.27, -109.21, -78.26)"
247.36,"(9.72, -1.3, 0.13)","(0.55, 0.62, 0.18)","(-2.0, 13.01, -26.8)"
247.38,"(9.71, -1.41, 0.2)","(0.31, 0.51, 0.1)","(-2.24, 48.21, -35.79)"
247.4,"(9.7, -1.43, 0.21)","(0.07, 0.14, -0.01)","(-4.19, 87.6, 1.76)"
247.42,"(9.69, -1.48, 0.21)","(0.04, 0.32, -0.03)","(3.24, -36.28, -50.52)"
247.44,"(9.68, -1.56, 0.21)","(-0.07, 0.38, -0.02)","(0.44, -25.33, -21.48)"
247.46,"(9.67, -1.61, 0.19)","(-0.07, 0.29, -0.18)","(-1.6, -19.83, 11.47)"
247.48,"(9.67, -1.65, 0.16)","(-0.1, 0.21, -0.24)","(-1.72, 12.29, -2.86)"
247.5,"(9.67, -1.65, 0.12)","(-0.15, 0.1, -0.4)","(-1.66, 9.46, 12.64)"
247.52,"(9.67, -1.63, 0.1)","(-0.1, 0.02, -0.25)","(-1.18, 52.43, 49.31)"
247.54,"(9.68, -1.57, 0.06)","(-0.24, 0.08, -0.56)","(-0.21, -24.3, -39.27)"
247.56,"(9.69, -1.51, 0.04)","(-0.12, 0.15, -0.22)","(0.55, 95.75, 16.06)"
247.58,"(9.71, -1.43, 0.03)","(-0.1, 0.17, -0.17)","(-0.15, 26.49, -0.87)"
247.6,"(9.72, -1.35, 0.03)","(-0.11, 0.23, -0.18)","(-0.58, -4.15, -8.11)"
247.62,"(9.72, -1.31, 0.03)","(-0.06, 0.14, -0.09)","(-0.08, -31.11, 29.56)"
247.64,"(9.73, -1.24, 0.04)","(-0.15, 0.31, -0.14)","(-0.88, 33.08, -38.94)"
247.66,"(9.74, -1.19, 0.04)","(-0.16, 0.23, -0.05)","(-0.38, -0.89, 11.92)"
247.68,"(9.74, -1.16, 0.03)","(-0.08, 0.06, -0.02)","(0.75, -31.29, 33.15)"
247.7,"(9.75, -1.12, 0.0)","(-0.2, 0.05, 0.01)","(-1.13, 31.71, -19.8)"
247.72,"(9.75, -1.1, -0.03)","(-0.22, -0.1, 0.14)","(0.3, 7.71, 29.09)"
247.74,"(9.75, -1.05, -0.08)","(-0.3, -0.22, 0.24)","(-1.67, 49.33, 4.18)"
247.76,"(9.76, -1.0, -0.12)","(-0.28, -0.26, 0.23)","(-0.84, 5.44, 14.0)"
247.78,"(9.76, -0.97, -0.14)","(-0.13, -0.12, 0.08)","(1.93, -60.32, 5.04)"
247.8,"(9.77, -0.91, -0.16)","(-0.28, -0.36, 0.17)","(-1.72, 50.58, 44.51)"
247.82,"(9.77, -0.91, -0.17)","(-0.25, -0.54, 0.17)","(4.48, -71.01, 75.49)"
247.84,"(9.77, -0.9, -0.17)","(-0.08, -0.9, 0.27)","(-4.04, 42.93, 81.81)"
247.86,"(9.77, -0.87, -0.18)","(0.15, -1.11, 0.36)","(-8.48, 45.41, 48.85)"
247.88,"(9.77, -0.86, -0.17)","(0.49, -0.76, 0.42)","(-3.48, -15.04, -47.31)"
247.9,"(9.76, -0.96, -0.1)","(0.79, -0.07, 0.23)","(15.96, -178.26, -99.16)"
247.92,"(9.75, -1.12, 0.0)","(0.77, 0.46, 0.15)","(10.15, -106.32, -76.95)"
247.94,"(9.73, -1.28, 0.12)","(0.55, 0.59, 0.17)","(-1.67, 9.61, -26.17)"
247.96,"(9.72, -1.35, 0.17)","(0.19, 0.29, 0.07)","(-5.33, 95.55, -14.22)"
247.98,"(9.7, -1.43, 0.21)","(0.23, 0.41, 0.04)","(2.63, -26.54, -40.06)"
248.0,"(9.7, -1.47, 0.21)","(0.05, 0.29, -0.03)","(-0.75, 31.88, -25.49)"
248.02,"(9.69, -1.54, 0.21)","(-0.07, 0.37, 0.0)","(0.68, -23.4, -23.7)"
248.04,"(9.68, -1.6, 0.19)","(-0.07, 0.3, -0.16)","(-1.11, -27.05, 4.74)"
248.06,"(9.67, -1.64, 0.17)","(-0.09, 0.22, -0.23)","(-1.83, 9.94, 0.92)"
248.08,"(9.67, -1.65, 0.13)","(-0.13, 0.12, -0.35)","(-1.67, 15.03, 10.17)"
248.1,"(9.68, -1.62, 0.09)","(-0.19, 0.04, -0.5)","(-1.27, 9.0, 20.32)"
248.12,"(9.68, -1.59, 0.07)","(-0.1, 0.03, -0.24)","(-0.33, 52.49, 31.56)"
248.14,"(9.69, -1.53, 0.05)","(-0.18, 0.15, -0.36)","(0.31, 26.32, -35.25)"
248.16,"(9.7, -1.45, 0.04)","(-0.09, 0.16, -0.16)","(0.21, 58.08, 12.73)"
248.18,"(9.71, -1.37, 0.03)","(-0.11, 0.2, -0.18)","(-0.51, -1.12, -6.95)"
248.2,"(9.72, -1.3, 0.03)","(-0.12, 0.29, -0.18)","(-0.6, -7.73, -8.25)"
248.22,"(9.73, -1.24, 0.04)","(-0.13, 0.27, -0.11)","(-0.49, 2.41, 3.58)"
248.24,"(9.74, -1.19, 0.04)","(-0.14, 0.21, -0.04)","(-0.32, -0.42, 8.7)"
248.26,"(9.74, -1.17, 0.03)","(-0.08, 0.06, -0.02)","(0.67, -27.61, 29.32)"
248.28,"(9.75, -1.12, 0.01)","(-0.19, 0.06, -0.01)","(-1.1, 29.03, -21.73)"
248.3,"(9.75, -1.1, -0.02)","(-0.21, -0.07, 0.12)","(0.25, 8.3, 26.59)"
248.32,"(9.75, -1.07, -0.06)","(-0.24, -0.17, 0.19)","(-0.71, 25.2, 9.31)"
248.34,"(9.76, -1.01, -0.11)","(-0.29, -0.25, 0.25)","(-1.79, 35.71, 3.64)"
247.08,"(9.74, -1.19, 0.04)","(-0.16, 0.24, -0.05)","(-1.03, 31.13, -31.2)"
247.1,"(9.74, -1.14, 0.02)","(-0.18, 0.11, -0.04)","(-0.27, -5.58, 7.26)"
247.12,"(9.75, -1.11, -0.01)","(-0.21, -0.02, 0.07)","(0.09, 6.85, 21.9)"
247.14,"(9.75, -1.1, -0.02)","(-0.1, -0.05, 0.07)","(1.02, -27.0, 24.75)"
247.16,"(9.75, -1.06, -0.07)","(-0.27, -0.19, 0.22)","(-2.08, 69.02, -5.34)"
247.18,"(9.76, -1.0, -0.12)","(-0.3, -0.27, 0.25)","(-1.52, 26.14, 9.4)"
247.2,"(9.76, -0.94, -0.15)","(-0.28, -0.28, 0.18)","(-0.45, -3.64, 22.4)"
247.22,"(9.77, -0.91, -0.17)","(-0.27, -0.43, 0.17)","(2.82, -44.15, 61.74)"
247.24,"(9.77, -0.92, -0.16)","(-0.21, -0.66, 0.2)","(2.18, -38.1, 78.24)"
247.26,"(9.77, -0.89, -0.18)","(0.02, -1.07, 0.32)","(-7.68, 72.18, 82.55)"
247.28,"(9.77, -0.87, -0.18)","(0.09, -0.53, 0.19)","(0.93, -48.66, -117.09)"
247.3,"(9.77, -0.86, -0.16)","(0.52, -0.84, 0.46)","(-10.07, 56.77, 103.45)"
247.32,"(9.76, -0.96, -0.1)","(0.8, -0.05, 0.23)","(17.4, -191.64, -118.17)"
247.34,"(9.74, -1.13, 0.01)","(0.8, 0.49, 0.16)","(10.27, -109.21, -78.26)"
247.36,"(9.72, -1.3, 0.13)","(0.55, 0.62, 0.18)","(-2.0, 13.01, -26.8)"
247.38,"(9.71, -1.41, 0.2)","(0.31, 0.51, 0.1)","(-2.24, 48.21, -35.79)"
247.4,"(9.7, -1.43, 0.21)","(0.07, 0.14, -0.01)","(-4.19, 87.6, 1.76)"
247.42,"(9.69, -1.48, 0.21)","(0.04, 0.32, -0.03)","(3.24, -36.28, -50.52)"
247.44,"(9.68, -1.56, 0.21)","(-0.07, 0.38, -0.02)","(0.44, -25.33, -21.48)"
247.46,"(9.67, -1.61, 0.19)","(-0.07, 0.29, -0.18)","(-1.6, -19.83, 11.47)"
247.48,"(9.67, -1.65, 0.16)","(-0.1, 0.21, -0.24)","(-1.72, 12.29, -2.86)"
247.5,"(9.67, -1.65, 0.12)","(-0.15, 0.1, -0.4)","(-1.66, 9.46, 12.64)"
247.52,"(9.67, -1.63, 0.1)","(-0.1, 0.02, -0.25)","(-1.18, 52.43, 49.31)"
247.54,"(9.68, -1.57, 0.06)","(-0.24, 0.08, -0.56)","(-0.21, -24.3, -39.27)"
247.56,"(9.69, -1.51, 0.04)","(-0.12, 0.15, -0.22)","(0.55, 95.75, 16.06)"
247.58,"(9.71, -1.43, 0.03)","(-0.1, 0.17, -0.17)","(-0.15, 26.49, -0.87)"
247.6,"(9.72, -1.35, 0.03)","(-0.11, 0.23, -0.18)","(-0.58, -4.15, -8.11)"
247.62,"(9.72, -1.31, 0.03)","(-0.06, 0.14, -0.09)","(-0.08, -31.11, 29.56)"
247.64,"(9.73, -1.24, 0.04)","(-0.15, 0.31, -0.14)","(-0.88, 33.08, -38.94)"
247.66,"(9.74, -1.19, 0.04)","(-0.16, 0.23, -0.05)","(-0.38, -0.89, 11.92)"
247.68,"(9.74, -1.16, 0.03)","(-0.08, 0.06, -0.02)","(0.75, -31.29, 33.15)"
247.7,"(9.75, -1.12, 0.0)","(-0.2, 0.05, 0.01)","(-1.13, 31.71, -19.8)"
247.72,"(9.75, -1.1, -0.03)","(-0.22, -0.1, 0.14)","(0.3, 7.71, 29.09)"
247.74,"(9.75, -1.05, -0.08)","(-0.3, -0.22, 0.24)","(-1.67, 49.33, 4.18)"
247.76,"(9.76, -1.0, -0.12)","(-0.28, -0.26, 0.23)","(-0.84, 5.44, 14.0)"
247.78,"(9.76, -0.97, -0.14)","(-0.13, -0.12, 0.08)","(1.93, -60.32, 5.04)"
247.8,"(9.77, -0.91, -0.16)","(-0.28, -0.36, 0.17)","(-1.72, 50.58, 44.51)"
247.82,"(9.77, -0.91, -0.17)","(-0.25, -0.54, 0.17)","(4.48, -71.01, 75.49)"
247.84,"(9.77, -0.9, -0.17)","(-0.08, -0.9, 0.27)","(-4.04, 42.93, 81.81)"
247.86,"(9.77, -0.87, -0.18)","(0.15, -1.11, 0.36)","(-8.48, 45.41, 48.85)"
247.88,"(9.77, -0.86, -0.17)","(0.49, -0.76, 0.42)","(-3.48, -15.04, -47.31)"
247.9,"(9.76, -0.96, -0.1)","(0.79, -0.07, 0.23)","(15.96, -178.26, -99.16)"
247.92,"(9.75, -1.12, 0.0)","(0.77, 0.46, 0.15)","(10.15, -106.32, -76.95)"
247.94,"(9.73, -1.28, 0.12)","(0.55, 0.59, 0.17)","(-1.67, 9.61, -26.17)"
247.96,"(9.72, -1.35, 0.17)","(0.19, 0.29, 0.07)","(-5.33, 95.55, -14.22)"
247.98,"(9.7, -1.43, 0.21)","(0.23, 0.41, 0.04)","(2.63, -26.54, -40.06)"
248.0,"(9.7, -1.47, 0.21)","(0.05, 0.29, -0.03)","(-0.75, 31.88, -25.49)"
248.02,"(9.69, -1.54, 0.21)","(-0.07, 0.37, 0.0)","(0.68, -23.4, -23.7)"
248.04,"(9.68, -1.6, 0.19)","(-0.07, 0.3, -0.16)","(-1.11, -27.05, 4.74)"
248.06,"(9.67, -1.64, 0.17)","(-0.09, 0.22, -0.23)","(-1.83, 9.94, 0.92)"
248.08,"(9.67, -1.65, 0.13)","(-0.13, 0.12, -0.35)","(-1.67, 15.03, 10.17)"
248.1,"(9.68, -1.62, 0.09)","(-0.19, 0.04, -0.5)","(-1.27, 9.0, 20.32)"
248.12,"(9.68, -1.59, 0.07)","(-0.1, 0.03, -0.24)","(-0.33, 52.49, 31.56)"
248.14,"(9.69, -1.53, 0.05)","(-0.18, 0.15, -0.36)","(0.31, 26.32, -35.25)"
248.16,"(9.7, -1.45, 0.04)","(-0.09, 0.16, -0.16)","(0.21, 58.08, 12.73)"
248.18,"(9.71, -1.37, 0.03)","(-0.11, 0.2, -0.18)","(-0.51, -1.12, -6.95)"
248.2,"(9.72, -1.3, 0.03)","(-0.12, 0.29, -0.18)","(-0.6, -7.73, -8.25)"
248.22,"(9.73, -1.24, 0.04)","(-0.13, 0.27, -0.11)","(-0.49, 2.41, 3.58)"
248.24,"(9.74, -1.19, 0.04)","(-0.14, 0.21, -0.04)","(-0.32, -0.42, 8.7)"
248.26,"(9.74, -1.17, 0.03)","(-0.08, 0.06, -0.02)","(0.67, -27.61, 29.32)"
248.28,"(9.75, -1.12, 0.01)","(-0.19, 0.06, -0.01)","(-1.1, 29.03, -21.73)"
248.3,"(9.75, -1.1, -0.02)","(-0.21, -0.07, 0.12)","(0.25, 8.3, 26.59)"
248.32,"(9.75, -1.07, -0.06)","(-0.24, -0.17, 0.19)","(-0.71, 25.2, 9.31)"
248.34,"(9.76, -1.01, -0.11)","(-0.29, -0.25, 0.25)","(-1.79, 35.71, 3.64)"
248.36,"(9.76, -0.95, -0.15)","(-0.29, -0.27, 0.19)","(-0.63, 2.6, 22.52)"
248.38,"(9.77, -0.91, -0.17)","(-0.27, -0.4, 0.17)","(1.79, -30.09, 52.21)"
248.4,"(9.77, -0.91, -0.17)","(-0.13, -0.26, 0.08)","(3.37, -76.81, -8.17)"
248.42,"(9.77, -0.91, -0.17)","(-0.14, -0.79, 0.24)","(-1.83, 42.52, 127.36)"
248.44,"(9.77, -0.88, -0.18)","(0.08, -1.15, 0.35)","(-8.92, 66.15, 74.3)"
248.46,"(9.77, -0.86, -0.17)","(0.41, -0.9, 0.45)","(-6.42, 5.68, -25.43)"
248.48,"(9.77, -0.93, -0.1)","(0.91, -0.2, 0.61)","(5.05, -76.85, -75.81)"
248.5,"(9.75, -1.07, 0.01)","(1.04, 0.37, 0.49)","(13.59, -119.61, -91.73)"
248.52,"(9.75, -1.12, 0.05)","(0.39, 0.15, 0.21)","(-2.05, 50.86, -44.16)"
248.54,"(9.74, -1.18, 0.14)","(0.67, 0.26, 0.39)","(-2.76, 14.8, 24.15)"
248.56,"(9.74, -1.14, 0.12)","(0.4, -0.13, 0.13)","(-4.73, 77.24, -29.06)"
248.58,"(9.75, -1.06, 0.06)","(0.29, -0.13, 0.01)","(0.43, 24.65, -50.67)"
248.6,"(9.76, -1.0, 0.01)","(0.27, 0.14, 0.0)","(5.17, -29.3, -53.51)"
248.62,"(9.77, -0.93, -0.02)","(0.45, 0.37, -0.21)","(4.1, -33.49, -33.22)"
248.64,"(9.77, -0.9, -0.03)","(0.27, 0.19, -0.17)","(0.49, -42.1, 69.31)"
248.66,"(9.78, -0.83, -0.03)","(0.77, 0.46, -0.55)","(6.39, -49.95, -41.78)"
248.68,"(9.78, -0.81, -0.03)","(0.75, 0.38, -0.61)","(6.09, -82.86, 20.97)"
248.7,"(9.77, -0.85, -0.01)","(0.71, 0.59, -0.27)","(-2.52, 17.99, -37.52)"
248.72,"(9.76, -0.95, 0.07)","(0.39, 1.13, 0.68)","(-12.45, 147.78, -83.63)"
248.74,"(9.75, -1.11, 0.14)","(0.05, 1.33, 1.02)","(-4.98, 13.16, -61.32)"
248.76,"(9.73, -1.26, 0.17)","(-0.22, 1.1, 1.13)","(-8.68, 36.4, -2.59)"
248.78,"(9.72, -1.32, 0.15)","(-0.27, 0.19, 0.58)","(3.93, -12.64, 166.83)"
248.8,"(9.71, -1.4, 0.06)","(-0.84, 0.0, 1.07)","(-14.32, 94.56, -61.75)"
248.82,"(9.72, -1.35, -0.08)","(-0.99, -0.39, 0.3)","(3.04, -33.26, 44.51)"
248.84,"(9.72, -1.28, -0.2)","(-0.93, -0.53, -0.02)","(8.89, -49.89, 66.31)"
248.86,"(9.73, -1.2, -0.28)","(-0.85, -0.57, -0.23)","(8.14, -38.21, 53.66)"
248.88,"(9.74, -1.11, -0.33)","(-0.71, -0.36, -0.2)","(-3.29, 15.1, -16.78)"
248.9,"(9.75, -1.03, -0.34)","(-0.48, -0.11, -0.3)","(6.48, -45.47, 7.18)"
248.92,"(9.75, -1.01, -0.32)","(-0.14, 0.05, -0.19)","(4.0, -29.2, 1.09)"
248.94,"(9.76, -0.97, -0.25)","(-0.16, 0.13, -0.51)","(9.46, -52.35, 42.26)"
248.96,"(9.76, -0.94, -0.16)","(0.01, 0.07, -0.55)","(4.28, -21.82, 41.03)"
248.98,"(9.77, -0.93, -0.1)","(-0.05, -0.08, -0.36)","(-3.04, 17.24, 7.11)"
249.0,"(9.77, -0.93, -0.05)","(-0.12, -0.05, -0.25)","(-4.28, 19.83, -21.63)"
